date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:28:04	101/101	---M-Z	200	added ('OK')	text/css	etag:%22240b63-65-4f20b1da31159%22	http://gooberlicious.co.uk/themes/gooberlicious/css/goo_mobile.css	site/gooberlicious.co.uk/themes/gooberlicious/css/goo_mobile.css	(from http://gooberlicious.co.uk/)
13:28:04	17520/17520	---M-Z	200	added ('OK')	text/css	etag:%22282de6-4470-4f1bf8eb55cfe%22	http://gooberlicious.co.uk/js/lightview/css/lightview/lightview.css	site/gooberlicious.co.uk/js/lightview/css/lightview/lightview.css	(from http://gooberlicious.co.uk/)
13:28:05	1254/1254	---M-Z	200	added ('OK')	text/html	etag:%222218f2-4e6-4f20bf94b36fd%22	http://gooberlicious.co.uk/elements/shooting_gallery/index.html	site/gooberlicious.co.uk/elements/shooting_gallery/index.html	(from http://gooberlicious.co.uk/)
13:28:05	21689/21689	---M--	200	added ('OK')	image/png	etag:%22282dcd-54b9-4f19e9f3528ee%22	http://gooberlicious.co.uk/files/1013/9156/3485/logo.png	site/gooberlicious.co.uk/files/1013/9156/3485/logo.png	(from http://gooberlicious.co.uk/)
13:28:05	222701/222701	---M--	200	added ('OK')	image/jpeg	etag:%224214bc-365ed-5584ec6c4df6d%22	http://gooberlicious.co.uk/files/5615/0447/0249/fb-og.jpg	site/gooberlicious.co.uk/files/5615/0447/0249/fb-og.jpg	(from http://gooberlicious.co.uk/)
13:28:05	1145/1145	---M--	200	added ('OK')	image/png	etag:%22261411-479-4f141941b08b1%22	http://gooberlicious.co.uk/files/6713/9116/3866/client_dhl.png	site/gooberlicious.co.uk/files/6713/9116/3866/client_dhl.png	(from http://gooberlicious.co.uk/)
13:28:05	1652/1652	---M--	200	added ('OK')	image/png	etag:%2226147d-674-4f14194284f21%22	http://gooberlicious.co.uk/files/3113/9116/3867/client_wb.png	site/gooberlicious.co.uk/files/3113/9116/3867/client_wb.png	(from http://gooberlicious.co.uk/)
13:28:05	2167/2167	---M--	200	added ('OK')	image/png	etag:%22261498-877-4f141942b3551%22	http://gooberlicious.co.uk/files/1613/9116/3867/client_yahoo.png	site/gooberlicious.co.uk/files/1613/9116/3867/client_yahoo.png	(from http://gooberlicious.co.uk/)
13:28:06	2026/2026	---M--	200	added ('OK')	image/png	etag:%2226142c-7ea-4f141941e6411%22	http://gooberlicious.co.uk/files/3613/9116/3867/client_fidelity.png	site/gooberlicious.co.uk/files/3613/9116/3867/client_fidelity.png	(from http://gooberlicious.co.uk/)
13:28:06	2966/2966	---M--	200	added ('OK')	image/png	etag:%22261447-b96-4f1419421e681%22	http://gooberlicious.co.uk/files/4613/9116/3867/client_jpmorgan.png	site/gooberlicious.co.uk/files/4613/9116/3867/client_jpmorgan.png	(from http://gooberlicious.co.uk/)
